Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
paeonia lemon chiffon peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lovely rose peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,42,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia many happy returns peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia merry mayshine peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia paula fay peony,"3
– 8",219,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia pink derby peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia pink hawaiian coral peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia port royale peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia prairie charm itoh peony,"4
– 9",220,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottage,1,1,1,1,3,4,90,120.0,1,0
paeonia red charm peony,"3
– 8",221,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia red emperor peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia red spider peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,3,3,3,3,2,3,60,90.0,6,5
paeonia roselette peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia rozella peony,"3
– 8",217,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia salmon dream peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,42,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia scarlett ohara peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia show girl peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia singing in the rain itoh peony,"4
– 9",216,"perennials, shrubs",92,"full sun, partial sun",1,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottage,0,15,0,15,3,4,90,120.0,1,0
paeonia walter mains peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,42,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora barrington belle peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora bowl of beauty peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora bowl of cream peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora brides dream peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora bute peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora cheddar charm peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora clown peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora comanche peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora cora stubbs peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora dinner plate peony,"3
– 8",222,"perennials, shrubs",92,"full sun, partial sun",1,"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,0,15,0,15,2,3,60,90.0,6,5
paeonia lactiflora do tell peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora dr jekyll peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora dr. alexander fleming peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora duchesse de nemours peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora edulis superba peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora elsa sass peony,"3
– 8",223,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora fancy nancy peony,"3
– 8",224,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora felix crousse peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora festiva maxima peony,"3
– 8",225,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora gardenia peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora gay paree peony,"3
 – 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora golly peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora hermione peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora honey gold peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora karen gray peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora karl rosenfield peony,"3
– 8",221,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora krinkled white peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora lady alexandra duff peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora laura dessert peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora martha bulloch peony,"3
– 8",226,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 4'
(60cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,15,1,15,2,3,60,90.0,6,5
paeonia lactiflora midnight sun peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,0,15,0,15,2,3,60,90.0,6,5
paeonia lactiflora minnie shaylor peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,42,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora miss america peony,"3
– 8",227,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora monsieur jules elie peony,"3
– 8",225,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora moonstone peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,42,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora mothers choice peony,"3
– 8",228,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora mrs. franklin d. roosevelt peony,"3
– 8",229,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora neon peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora nippon beauty peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora philomele peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora pillow talk peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora pink dawn peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora pink parfait peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora sarah bernhardt peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora sea shell peony,"3
– 8",221,"perennials, shrubs",92,"full sun, partial sun",1,"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,0,15,0,15,2,3,60,90.0,6,5
paeonia lactiflora shirley temple peony,"3
– 8",220,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora sorbet peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora sword dance peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
 (60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,32,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora tom eckhardt peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora topeka garnet peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,24,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia lactiflora whopper peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,moist but well-drained,23,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,2,3,60,90.0,6,5
paeonia officinalis rosea plena peony,"3
– 8",216,"perennials, shrubs",92,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)",average,4,,moist but well-drained,42,"deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,1,1,1,1,1,2,30,60.0,6,5
paeonia tenuifolia fernleaf peony,"3
– 8",230,"perennials, shrubs",92,"full sun, partial sun",1,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,4,,moist but well-drained,8,"deer, rabbit",beds and borders,gravel and rock gardeninformal and cottage,3,3,3,3,1,2,30,60.0,6,5
pelargonium attar of roses scented geranium,"9
– 11",231,shrubs,93,"full sun, partial sun",1,"1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",average,0,,well-drained,6,drought,beds and borderspatio and containers,city and courtyardinformal and cottagemediterranean garden,3,1,3,1,1,3,30,90.0,5,4
pelargonium tomentosum peppermint geranium,"9
– 11",7,"perennials, shrubs",93,"full sun, partial sun",1,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,4,,well-drained,59,drought,beds and borderspatio and containers,city and courtyardcoastal gardeninformal and cottagemediterranean garden,3,3,3,3,2,3,60,90.0,5,4
penstemon pinifolius pineneedle beardtongue,"4
– 10",165,shrubs,94,full sun,3,"10""
– 1'
(25cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,3,"drought, rabbit, rocky soil",beds and borderspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottageprairie and meadow,5,6,6,6,1,2,30,60.0,1,3
perovskia blue spire russian sage,"4
– 9",75,"perennials, shrubs",95,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,24,"clay soil, deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,1,0
perovskia little spire russian sage,"4
– 9",75,"perennials, shrubs",95,full sun,0,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,23,"clay soil, deer, drought, rabbit, dry soil, salt",beds and borderssmall gardens,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,1,0
perovskia atriplicifolia blue jean baby russian sage,"4
– 9",232,"perennials, shrubs",95,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,1,0
perovskia atriplicifolia blue steel russian sage,"4
– 9",233,"perennials, shrubs",95,full sun,0,"1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,3,1,3,1,1,3,30,90.0,1,0
perovskia atriplicifolia crazyblue russian sage,"4
– 9",232,"perennials, shrubs",95,full sun,1,"2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,1,2,30,60.0,1,0
perovskia atriplicifolia denim n lace russian sage,"4
– 9",99,"perennials, shrubs",95,full sun,0,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,3,4,90,120.0,1,0
perovskia atriplicifolia rocketman russian sage,"4
– 9",233,"perennials, shrubs",95,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 4'
(60cm
– 120cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,4,60,120.0,1,0
perovskia atriplicifolia sage advice russian sage,"4
– 9",232,"perennials, shrubs",95,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,1,0
perovskia atriplicifolia russian sage,"4
– 9",30,"perennials, shrubs",95,full sun,0,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",low,0,,well-drained,24,"clay soil, deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,0,15,0,15,3,4,90,120.0,1,0
