Unnamed: 0,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
1327,paeonia lactiflora mothers choice peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14,  15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1328,paeonia lactiflora mrs. franklin d. roosevelt peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10,  11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1329,paeonia lactiflora neon peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1330,paeonia lactiflora nippon beauty peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1331,paeonia lactiflora philomele peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1332,paeonia lactiflora pillow talk peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1333,paeonia lactiflora pink dawn peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1334,paeonia lactiflora pink parfait peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1335,paeonia lactiflora sarah bernhardt peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1336,paeonia lactiflora sea shell peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19,  20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,3,4,90,120,2,3,60,90,3,8
1337,paeonia lactiflora shirley temple peony,"3
– 8","1, 2, 3, 4,  5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1338,paeonia lactiflora sorbet peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1339,paeonia lactiflora sword dance peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
 (60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1340,paeonia lactiflora tom eckhardt peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1341,paeonia lactiflora topeka garnet peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1342,paeonia lactiflora whopper peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, fragrant, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,2,3,60,90,3,8
1343,paeonia officinalis rosea plena peony,"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"cut flowers, plant of merit, showy","deer, rabbit",beds and borders,city and courtyardinformal and cottagejapanese garden,2,3,60,90,1,2,30,60,3,8
1344,paeonia tenuifolia fernleaf peony,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, a1, a2, a3","perennials, shrubs",paeonia - peonies,"full sun, partial sun",spring (late),"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,"chalk, clay, loam, sand",,moist but well-drained,showy,"deer, rabbit",beds and borders,gravel and rock gardeninformal and cottage,1,2,30,60,1,2,30,60,3,8
1345,pelargonium attar of roses scented geranium,"9
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23,  24",shrubs,pelargonium - geranium,"full sun, partial sun",spring (late),"1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",average,"chalk, loam, sand",,well-drained,"fragrant, plant of merit, showy, evergreen",drought,beds and borderspatio and containers,city and courtyardinformal and cottagemediterranean garden,1,3,30,90,1,3,30,90,9,11
1346,pelargonium tomentosum peppermint geranium,"9
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",pelargonium - geranium,"full sun, partial sun",spring (late),"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,well-drained,"fragrant,  plant of merit, showy, evergreen",drought,beds and borderspatio and containers,city and courtyardcoastal gardeninformal and cottagemediterranean garden,1,2,30,60,2,3,60,90,9,11
1348,penstemon pinifolius pineneedle beardtongue,"4
– 10","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,penstemon - beardtongues,full sun,"summer (early,mid,late)","10""
– 1'
(25cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",low,"chalk, loam, sand",,well-drained,"plant of merit, showy, evergreen","drought, rabbit, rocky soil",beds and borderspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottageprairie and meadow,10,1,25,30,1,2,30,60,4,10
1351,perovskia blue spire russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, plant of merit, showy","clay soil, deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,4,9
1352,perovskia little spire russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","clay soil, deer, drought, rabbit, dry soil, salt",beds and borderssmall gardens,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,2,30,60,1,2,30,60,4,9
1353,perovskia atriplicifolia blue jean baby russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16,  17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,4,9
1354,perovskia atriplicifolia blue steel russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22,  23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,3,30,90,1,3,30,90,4,9
1355,perovskia atriplicifolia crazyblue russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16,  17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,spring (late),"2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,1,2,30,60,4,9
1356,perovskia atriplicifolia denim n lace russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21,  22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,3,4,90,120,4,9
1357,perovskia atriplicifolia rocketman russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22,  23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 4'
(60cm
– 120cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,4,60,120,4,9
1358,perovskia atriplicifolia sage advice russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16,  17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,4,9
1359,perovskia atriplicifolia russian sage,"4
– 9","2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, plant of merit, showy","clay soil, deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,4,90,120,3,4,90,120,4,9
1360,perovskia lacey blue russian sage,"4
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",perovskia - russian sages,full sun,"summer (mid,late)","1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,1,2,30,60,2,3,60,90,4,9
1361,philadelphus avalanche mock orange,"5
– 9","2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"4'
– 5'
(120cm
– 150cm)","5'
– 10'
(150cm
– 3m)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, showy","clay soil, drought",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,4,5,120,150,5,10,150,300,5,9
1362,philadelphus belle etoile mock orange,"5
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"5'
– 6'
(150cm
– 180cm)","7'
– 8'
(210cm
– 240cm)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, plant of merit, showy","clay soil, drought",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,5,6,150,180,7,8,210,240,5,9
1363,philadelphus manteau dhermine mock orange,"5
– 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, plant of merit, showy","clay soil, drought",beds and borderssmall gardens,city and courtyardcoastal gardeninformal and cottage,2,3,60,90,3,4,90,120,5,9
1364,philadelphus coronarius aureus mock orange,"4
– 7","1, 1a, 2, 2a, 2b, 3, 3a,  3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"6'
– 8'
(180cm
– 240cm)","4'
– 5'
(120cm
– 150cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, plant of merit, showy","clay soil, rabbit",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,6,8,180,240,4,5,120,150,4,7
1365,philadelphus coronarius variegatus variegated mock orange,"4
– 7","1, 1a, 2, 2a, 2b, 3, 3a, 3b, 4, 5,  6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, plant of merit, showy","clay soil, rabbit",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,4,6,120,180,4,6,120,180,4,7
1366,philadelphus coronarius mock orange,"4
– 7","1, 1a, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"10'
– 12'
(3m
– 3.6m)","10'
– 12'
(3m
– 3.6m)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, showy","clay soil, rabbit",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,10,12,300,360,10,12,300,360,4,7
1368,philadelphus lewisii wild mock orange,"4
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"5'
– 12'
(150cm
– 3.6m)","6'
– 12'
(180cm
– 3.6m)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","cut flowers, fragrant, showy",drought,beds and bordershedges and screens,informal and cottage,5,12,150,360,6,12,180,360,4,9
1369,philadelphus microphyllus littleleaf mock orange,"5
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 7, 10, 14, 15, 16, 18",shrubs,philadelphus - mock oranges,"full sun, partial sun",spring (late),"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)","low, average","chalk, loam, sand",,well-drained,"cut flowers, fragrant, showy","drought, dry soil, rocky soil",beds and bordershedges and screens,informal and cottage,4,5,120,150,4,5,120,150,5,9
1371,phlomis fruticosa jerusalem sage,"8
– 10","3b, 4,  5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,phlomis,full sun,"summer (early,mid,late)","2'
– 4'
(60cm
– 120cm)","3'
– 5'
(90cm
– 150cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, semi-evergreen","deer, drought, rabbit, dry soil",beds and borders,coastal gardeninformal and cottagemediterranean garden,2,4,60,120,3,5,90,150,8,10
1372,phlomis lanata pygmy woolly jerusalem sage,"8
– 11","7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,phlomis,full sun,"spring (mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","showy, evergreen","deer, drought, rabbit, dry soil, salt",beds and borderspatio and containerssmall gardens,coastal gardeninformal and cottagemediterranean garden,1,2,30,60,1,2,30,60,8,11
1373,phlomis lanata woolly jerusalem sage,"8
– 11","7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,phlomis,full sun,"spring (mid,late)","2'
– 3'
(60cm
– 90cm)","4'
– 6'
(120cm
– 180cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","showy, evergreen","deer, drought, rabbit, dry soil, salt",beds and borders,coastal gardeninformal and cottagemediterranean garden,2,3,60,90,4,6,120,180,8,11
1375,physocarpus capitatus pacific ninebark,"5
– 10","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19",shrubs,physocarpus - ninebark,"full sun, partial sun",spring (late),"5'
– 10'
(150cm
– 3m)","5'
– 10'
(150cm
– 3m)",average,"clay, loam, sand",,moist but well-drained,showy,"deer, drought",banks and slopeshedges and screensrain gardens,informal and cottage,5,10,150,300,5,10,150,300,5,10
1376,physocarpus opulifolius diabolo common ninebark,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a1, a2, a3",shrubs,physocarpus - ninebark,"full sun, partial sun",spring (late),"4'
– 8'
(120cm
– 240cm)","4'
– 8'
(120cm
– 240cm)",average,"clay, loam, sand",,"moist but well-drained, well-drained","dried arrangements, cut flowers, plant of merit, showy","clay soil, drought, dry soil, rocky soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,4,8,120,240,4,8,120,240,3,7
1377,physocarpus opulifolius common ninebark,"2
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a1, a2, a3",shrubs,physocarpus - ninebark,"full sun, partial sun",spring (late),"5'
– 8'
(150cm
– 240cm)","4'
– 6'
(120cm
– 180cm)","low, average","clay, loam, sand",,"moist but well-drained, well-drained",showy,"clay soil, drought, dry soil, rocky soil, wet soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,5,8,150,240,4,6,120,180,2,8
1378,picea abies gold drift norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14,  15, 16, 17, a2, a3","conifers, shrubs, trees",picea - spruces,full sun,"spring (early,mid,late)","12'
– 15'
(3.6m
– 4.5m)","2'
(60cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",beds and borders,gravel and rock gardentraditional garden,12,15,360,450,2,nan,60,,3,8
1379,picea abies inversa norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","15'
– 20'
(4.5m
– 6m)","3'
– 4'
(90cm
– 120cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",beds and borders,gravel and rock gardentraditional garden,15,20,450,600,3,4,90,120,3,8
1380,picea abies little gem norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","10""
– 1'
(25cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",beds and borderspatio and containerssmall gardens,city and courtyardgravel and rock gardeninformal and cottagetraditional garden,10,1,25,30,1,2,30,60,3,8
1381,picea abies nidiformis norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2,  a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","6'
– 8'
(180cm
– 240cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",beds and borders,gravel and rock gardentraditional garden,3,4,90,120,6,8,180,240,3,8
1382,picea abies pumila norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",beds and borderssmall gardens,gravel and rock gardeninformal and cottagetraditional garden,3,4,90,120,3,4,90,120,3,8
1383,picea abies pusch norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",beds and borderssmall gardens,gravel and rock gardentraditional garden,1,2,30,60,2,3,60,90,3,8
